sentiment,headline,processed_text
neutral,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .","The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of it own railway rolling stock of over 17,000 unit ."
neutral,"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .","The handset also feature a Media Bar for quick access to favorite medium and application , including music , photo , YouTube or Ovi Share ."
neutral,"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .","The Hayward , Calif.-based target design active , casual and dress footwear , a well a boot and sandal ."
neutral,"The important thing now is to keep the bank 's existing 15,000 customers .","The important thing now is to keep the bank 's existing 15,000 customer ."
neutral,"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .","The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge ."
neutral,The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel group .
neutral,The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm area and for charting the feasibility of the wind farm .
neutral,The Kyroskoski investment is to be completed in late 2011 and the +_+Ænekoski investment in the spring of 2012 .,The Kyroskoski investment is to be completed in late 2011 and the +_+Ænekoski investment in the spring of 2012 .
neutral,"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .","The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sector of the construction industry : civil engineering , building contracting , technical building service and the building material industry ."
neutral,"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .","The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sector of the construction industry : civil engineering , building contracting , technical building service and the building material industry ."
neutral,"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .","The Marubeni Group focus on creating `` value chain `` from upstream to downstream , encompassing a wide variety of business field , including oil & gas , metal , mineral resource , food , pulp & paper and chemical , among others ."
neutral,"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .","The most interesting export market will be Russia , the Baltic country and Scandinavia ."
neutral,"The most popular mobile data services are email , surfing the internet , as well as news and weather services .","The most popular mobile data service are email , surfing the internet , a well a news and weather service ."
neutral,The new B shares carry the right to dividend and other shareholder rights with effect from today .,The new B share carry the right to dividend and other shareholder right with effect from today .
neutral,The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,The objective of the St. Petersburg office is first to boost the Company 's maintenance business .
neutral,The office space will rise above the remodeled Cannon Street underground station .,The office space will rise above the remodeled Cannon Street underground station .
neutral,"The official opening of the office , located in Prague , will be celebrated on May 20 .","The official opening of the office , located in Prague , will be celebrated on May 20 ."
neutral,The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .,The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation a well a to the novel Enefit-280 shale oil technology processing plant .
neutral,"The operator is one of 6 operators to have been granted a WiMAX license in Taiwan , and hopes to be the first to launch commercial services in early 2009 .","The operator is one of 6 operator to have been granted a WiMAX license in Taiwan , and hope to be the first to launch commercial service in early 2009 ."
neutral,"The opportunity will be available only for few employees , however .","The opportunity will be available only for few employee , however ."
